protein id,ORIGIN,Protein description,PH7.85R1,PH7.85R2,PH7.85R3,PH8.15R1,PH8.15R2,PH8.15R3,PH8.45R1,PH8.45R2,PH8.45R3,fold1,fold2,Subcellular localization,Biological Process,Cellular Component,Molecular Function,KEGG KO No.,KEGG Gene,KEGG pathway,IPR ID,Domain description
c190195_g1_orf1,coral,len=395  frame:1  start:13  end:1197  PREDICTED: endonuclease domain-containing 1 protein-like isoform X1 [Oreochromis niloticus]&gt;gi|542256422|ref|XP_005463756.1| PREDICTED: endonuclease domain-containing 1 protein-like isoform X2 [Oreochromis niloticus]&gt;gi|542256424|ref|XP_005463757.1| PREDICTED: endonuclease domain-containing 1 protein-like isoform X3 [Oreochromis niloticus],1.119,1.17,1.193,0.656,0.567,0.562,1.219,1.289,1.122,1.95070028,0.831680441,extracellular,,,GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0003676 nucleic acid binding; GO:0043167 ion binding; GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0016787 hydrolase activity; ,,,,IPR020821; IPR001604; ,"Extracellular Endonuclease, subunit A; DNA/RNA non-specific endonuclease; "
c189576_g1,coral,len=325  start:208  end:1182 minus strand,1.206,1.268,1.128,0.688,0.569,0.612,0.998,1.051,1.073,1.927233815,0.987828315,plasma membrane,,,,K19028,"PFKFB1; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]",ko00051 Fructose and mannose metabolism; ko04922 Glucagon signaling pathway; ko04152 AMPK signaling pathway; ,,
c165875_g1_orf1,coral,len=226  frame:1  start:1  end:678  hypothetical protein BRAFLDRAFT_87902 [Branchiostoma floridae]&gt;gi|229293587|gb|EEN64246.1| hypothetical protein BRAFLDRAFT_87902 [Branchiostoma floridae],1.259,1.246,1.197,0.77,0.67,0.533,1.034,1.147,1.283,1.876330461,0.927540416,nucleus,,,,,,,,
c211594_g1_orf1,coral,len=403  frame:1  start:1  end:1209  predicted protein [Nematostella vectensis]&gt;gi|156221101|gb|EDO41960.1| predicted protein [Nematostella vectensis],1.251,1.174,1.274,0.609,0.867,0.505,1.046,1.158,1.163,1.867238768,0.907929908,cytoplasm,GO:0009067 aspartate family amino acid biosynthetic process; GO:0008652 cellular amino acid biosynthetic process; GO:0016053 organic acid biosynthetic process; GO:0044711 single-organism biosynthetic process; GO:0044281 small molecule metabolic process; GO:0044763 single-organism cellular process; GO:0006553 lysine metabolic process; GO:0009066 aspartate family amino acid metabolic process; GO:0044699 single-organism process; GO:0006807 nitrogen compound metabolic process; GO:0009058 biosynthetic process; GO:1901605 alpha-amino acid metabolic process; GO:0044238 primary metabolic process; GO:1901566 organonitrogen compound biosynthetic process; GO:0044237 cellular metabolic process; GO:1901576 organic substance biosynthetic process; GO:0044249 cellular biosynthetic process; GO:0071704 organic substance metabolic process; GO:0008152 metabolic process; GO:0046394 carboxylic acid biosynthetic process; GO:0006520 cellular amino acid metabolic process; GO:0009085 lysine biosynthetic process; GO:0044710 single-organism metabolic process; GO:1901607 alpha-amino acid biosynthetic process; GO:0019752 carboxylic acid metabolic process; GO:0044283 small molecule biosynthetic process; GO:0006082 organic acid metabolic process; GO:0009987 cellular process; GO:0043436 oxoacid metabolic process; GO:1901564 organonitrogen compound metabolic process; ,,"GO:0004754 saccharopine dehydrogenase (NAD+, L-lysine-forming) activity; GO:0016645 oxidoreductase activity, acting on the CH-NH group of donors; GO:0016646 oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor; GO:0003824 catalytic activity; GO:0016491 oxidoreductase activity; GO:0004753 saccharopine dehydrogenase activity; ",,,,IPR007698; IPR016040; IPR007886; ,"Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain; NAD(P)-binding domain; Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal; "
c194142_g1_orf1,coral,len=168  frame:-2  start:855  end:352  predicted protein [Nematostella vectensis]&gt;gi|156214108|gb|EDO35105.1| predicted protein [Nematostella vectensis],1.102,1.202,1.189,0.682,0.532,0.709,1.166,1.255,1.251,1.816432657,0.836873638,cytoplasm,,,,,,,,
c194859_g1_orf1,coral,"len=392  frame:1  start:157  end:1332  predicted protein [Nematostella vectensis]&gt;gi|156209973|gb|EDO31190.1| predicted protein, partial [Nematostella vectensis]",1.273,1.307,1.069,0.707,0.769,0.585,1.121,1.036,1.191,1.770499757,0.920848268,cytoplasm,GO:0044723 single-organism carbohydrate metabolic process; GO:0008152 metabolic process; GO:0044710 single-organism metabolic process; GO:0044281 small molecule metabolic process; GO:0005996 monosaccharide metabolic process; GO:0044699 single-organism process; GO:0044238 primary metabolic process; GO:0005975 carbohydrate metabolic process; GO:0006012 galactose metabolic process; GO:0019318 hexose metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0008108 UDP-glucose:hexose-1-phosphate uridylyltransferase activity; GO:0046914 transition metal ion binding; GO:0016779 nucleotidyltransferase activity; GO:0003824 catalytic activity; GO:0005488 binding; GO:0043167 ion binding; GO:0046872 metal ion binding; GO:0043169 cation binding; GO:0008270 zinc ion binding; GO:0070569 uridylyltransferase activity; GO:0016740 transferase activity; GO:0016772 transferase activity, transferring phosphorus-containing groups; ",,,,IPR005849; IPR011146; IPR005850; ,"Galactose-1-phosphate uridyl transferase, N-terminal; HIT-like domain; Galactose-1-phosphate uridyl transferase, C-terminal; "
c206048_g2_orf1,coral,len=322  frame:2  start:92  end:1057  PREDICTED: inactive 2&apos;-5&apos;-oligoadenylate synthase 1B-like [Crassostrea gigas],1.05,1.098,1.154,0.565,0.657,0.671,1.264,1.169,1.095,1.744321183,0.798469388,cytoplasm,GO:0002376 immune system process; GO:0006955 immune response; GO:0050896 response to stimulus; ,,"GO:0003723 RNA binding; GO:0005524 ATP binding; GO:1901265 nucleoside phosphate binding; GO:0001882 nucleoside binding; GO:0043167 ion binding; GO:0000166 nucleotide binding; GO:1901363 heterocyclic compound binding; GO:0097159 organic cyclic compound binding; GO:0032549 ribonucleoside binding; GO:0097367 carbohydrate derivative binding; GO:0016779 nucleotidyltransferase activity; GO:0003824 catalytic activity; GO:0032553 ribonucleotide binding; GO:0005488 binding; GO:0003676 nucleic acid binding; GO:0032550 purine ribonucleoside binding; GO:0043168 anion binding; GO:0032555 purine ribonucleotide binding; GO:0032559 adenyl ribonucleotide binding; GO:0030554 adenyl nucleotide binding; GO:0001883 purine nucleoside binding; GO:0016740 transferase activity; GO:0016772 transferase activity, transferring phosphorus-containing groups; GO:0017076 purine nucleotide binding; GO:0036094 small molecule binding; GO:0035639 purine ribonucleoside triphosphate binding; ",K14216,OAS; 2'-5'-oligoadenylate synthetase [EC:2.7.7.84],ko04621 NOD-like receptor signaling pathway; ko05160 Hepatitis C; ko05162 Measles; ko05164 Influenza A; ko05168 Herpes simplex infection; ,IPR002934; IPR018952; IPR006116; ,"Polymerase, nucleotidyl transferase domain; 2'-5'-oligoadenylate synthetase 1, domain 2/C-terminal; 2-5-oligoadenylate synthetase, N-terminal; "
c185745_g1,coral,len=234  start:617  end:1318 minus strand,1.213,0.966,1.12,0.639,0.661,0.598,1.215,1.341,1.379,1.738145416,0.692503177,cytoplasm,,,GO:0008289 lipid binding; GO:0005488 binding; ,,,,IPR002913; IPR023393; ,START domain; START-like domain; 
c210803_g1_orf1,coral,len=572  frame:-2  start:3487  end:1772  putative hemicentin-1 [Danaus plexippus],1.071,1.147,1.045,0.602,0.672,0.606,1.348,1.32,1.331,1.735638298,0.698674669,cytoplasm,,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR003598; IPR007110; IPR013783; IPR003599; IPR000082; IPR000742; ,Immunoglobulin subtype 2; Immunoglobulin-like domain; Immunoglobulin-like fold; Immunoglobulin subtype; SEA domain; EGF-like domain; 
c197394_g1_orf1,coral,"len=503  frame:2  start:41  end:1549  PREDICTED: coadhesin-like, partial [Hydra vulgaris]",1.094,1.137,1.135,0.712,0.657,0.578,1.002,1.329,1.058,1.728813559,0.880495721,cytoplasm,,,,,,,IPR002035; ,"von Willebrand factor, type A; "
c213345_g1_orf1,coral,"len=619  frame:3  start:3  end:1859  hypothetical protein BRAFLDRAFT_242762 [Branchiostoma floridae]&gt;gi|229284684|gb|EEN55418.1| hypothetical protein BRAFLDRAFT_242762, partial [Branchiostoma floridae]",1.177,1.196,1.169,0.564,0.766,0.73,0.952,1.324,1.091,1.719417476,0.86991387,cytoplasm,,,,,,,,
c203527_g1_orf1,coral,len=237  frame:3  start:156  end:866  Rab5 protein [Aiptasia pulchella],1.213,1.216,1.121,0.885,0.53,0.661,0.89,1.237,1.069,1.710019268,1.008135169,extracellular,GO:0050794 regulation of cellular process; GO:0044700 single organism signaling; GO:0051716 cellular response to stimulus; GO:0007165 signal transduction; GO:0050789 regulation of biological process; GO:0007154 cell communication; GO:0035556 intracellular signal transduction; GO:0044699 single-organism process; GO:0007264 small GTPase mediated signal transduction; GO:0023052 signaling; GO:0050896 response to stimulus; GO:0009987 cellular process; GO:0065007 biological regulation; ,,GO:1901265 nucleoside phosphate binding; GO:0001882 nucleoside binding; GO:0043167 ion binding; GO:0000166 nucleotide binding; GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0032549 ribonucleoside binding; GO:0097367 carbohydrate derivative binding; GO:0032553 ribonucleotide binding; GO:0005488 binding; GO:0032550 purine ribonucleoside binding; GO:0043168 anion binding; GO:0032555 purine ribonucleotide binding; GO:0001883 purine nucleoside binding; GO:0032561 guanyl ribonucleotide binding; GO:0019001 guanyl nucleotide binding; GO:0005525 GTP binding; GO:0017076 purine nucleotide binding; GO:0036094 small molecule binding; GO:0035639 purine ribonucleoside triphosphate binding; ,K07889,RAB5C; Ras-related protein Rab-5C,ko04145 Phagosome; ko05152 Tuberculosis; ko04962 Vasopressin-regulated water reabsorption; ko04144 Endocytosis; ko05146 Amoebiasis; ko04014 Ras signaling pathway; ,IPR005225; IPR027417; ,Small GTP-binding protein domain; P-loop containing nucleoside triphosphate hydrolase; 
c205172_g1_orf1,coral,"len=546  frame:-3  start:1985  end:348  hypothetical protein NEMVEDRAFT_v1g224329 [Nematostella vectensis]&gt;gi|156202197|gb|EDO27186.1| predicted protein, partial [Nematostella vectensis]",1.247,1.183,1.185,0.834,0.624,0.67,1.144,1.106,1.109,1.698778195,0.953259899,mitochondria,GO:1901071 glucosamine-containing compound metabolic process; GO:0008152 metabolic process; GO:0006030 chitin metabolic process; GO:1901135 carbohydrate derivative metabolic process; GO:0006807 nitrogen compound metabolic process; GO:0006040 amino sugar metabolic process; GO:0043170 macromolecule metabolic process; GO:0006022 aminoglycan metabolic process; GO:1901564 organonitrogen compound metabolic process; GO:0071704 organic substance metabolic process; ,GO:0005576 extracellular region; ,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0005515 protein binding; GO:0008061 chitin binding; GO:0097367 carbohydrate derivative binding; GO:0005509 calcium ion binding; GO:0005488 binding; GO:0043167 ion binding; ,,,,IPR006571; IPR001881; IPR002557; IPR000742; ,TLDc domain; EGF-like calcium-binding domain; Chitin binding domain; EGF-like domain; 
c206094_g1_orf1,coral,len=238  frame:-2  start:1950  end:1237  predicted protein [Nematostella vectensis]&gt;gi|156227572|gb|EDO48375.1| predicted protein [Nematostella vectensis],1.097,1.404,1.094,0.9,0.635,0.644,1.088,0.926,1.262,1.649839376,1.037240537,cytoplasm,GO:0008152 metabolic process; ,GO:0044424 intracellular part; GO:0005623 cell; GO:0044464 cell part; GO:0005622 intracellular; GO:0005737 cytoplasm; ,"GO:0004364 glutathione transferase activity; GO:0016765 transferase activity, transferring alkyl or aryl (other than methyl) groups; GO:0005515 protein binding; GO:0003824 catalytic activity; GO:0016740 transferase activity; GO:0005488 binding; ",,,,IPR010987; IPR004046; IPR012336; IPR004045; ,"Glutathione S-transferase, C-terminal-like; Glutathione S-transferase, C-terminal; Thioredoxin-like fold; Glutathione S-transferase, N-terminal; "
c209197_g1_orf2,coral,len=429  frame:1  start:1  end:1287  PREDICTED: epidermal growth factor receptor substrate 15-like 1 isoform X6 [Latimeria chalumnae],1.144,1.101,1.23,0.667,0.848,0.622,1.375,1.208,0.864,1.626111371,0.869741804,"cytoplasm,nucleus",,,GO:0043169 cation binding; GO:0046872 metal ion binding; GO:0005515 protein binding; GO:0005509 calcium ion binding; GO:0005488 binding; GO:0043167 ion binding; ,K12483,EHD1; EH domain-containing protein 1,ko04144 Endocytosis; ,IPR000261; IPR011992; IPR002048; ,EH domain; EF-hand domain pair; EF-hand domain; 
c201361_g2_orf1,coral,len=339  frame:3  start:108  end:1124  NEP-16 [Nematostella vectensis],1.07,0.987,1.066,0.651,0.69,0.62,1.31,1.284,1.292,1.592554819,0.695831189,mitochondria,,GO:0005576 extracellular region; ,,,,,IPR034113; IPR014044; ,"Golgi-associated plant pathogenesis-related protein 1, SCP domain; CAP domain; "
c208610_g1_orf1,coral,len=727  frame:-2  start:2743  end:563  hypothetical protein CY34DRAFT_805944 [Suillus luteus UH-Slu-Lm8-n1],1.134,1.146,1.143,0.718,0.762,0.672,1.128,1.157,1.135,1.590613383,0.879239766,mitochondria,,,"GO:1901265 nucleoside phosphate binding; GO:0001882 nucleoside binding; GO:0043167 ion binding; GO:0016817 hydrolase activity, acting on acid anhydrides; GO:0016787 hydrolase activity; GO:0000166 nucleotide binding; GO:0017111 nucleoside-triphosphatase activity; GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0032549 ribonucleoside binding; GO:0097367 carbohydrate derivative binding; GO:0016462 pyrophosphatase activity; GO:0003824 catalytic activity; GO:0032553 ribonucleotide binding; GO:0005488 binding; GO:0003924 GTPase activity; GO:0032550 purine ribonucleoside binding; GO:0043168 anion binding; GO:0032555 purine ribonucleotide binding; GO:0001883 purine nucleoside binding; GO:0032561 guanyl ribonucleotide binding; GO:0016818 hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0019001 guanyl nucleotide binding; GO:0005525 GTP binding; GO:0017076 purine nucleotide binding; GO:0036094 small molecule binding; GO:0035639 purine ribonucleoside triphosphate binding; ",K01528,DNM; dynamin GTPase [EC:3.6.5.5],ko05100 Bacterial invasion of epithelial cells; ko04721 Synaptic vesicle cycle; ko04961 Endocrine and other factor-regulated calcium reabsorption; ko04144 Endocytosis; ko04072 Phospholipase D signaling pathway; ,IPR003130; IPR020850; IPR001401; IPR027417; IPR000375; ,"Dynamin GTPase effector; GTPase effector domain; Dynamin, GTPase domain; P-loop containing nucleoside triphosphate hydrolase; Dynamin central domain; "
c203446_g1_orf1,coral,len=119  frame:-2  start:839  end:483  PREDICTED: death-associated protein 1 [Apis florea],1.069,1.104,1.065,0.67,0.786,0.586,1.236,1.262,1.357,1.585700294,0.736446174,cytoplasm,,,,,,,,
c201948_g1_orf1,coral,len=213  frame:1  start:58  end:696  predicted protein [Nematostella vectensis]&gt;gi|156214437|gb|EDO35425.1| predicted protein [Nematostella vectensis],1.132,1.107,1.03,0.668,0.667,0.733,1.216,1.284,1.231,1.580754352,0.751809166,"cytoplasm,nucleus",,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR011990; ,Tetratricopeptide-like helical domain; 
c203807_g1_orf1,coral,len=676  frame:-1  start:2908  end:881  PREDICTED: uncharacterized protein LOC105316795 [Amphimedon queenslandica],1.117,1.141,1.107,0.757,0.705,0.69,1.176,1.281,1.165,1.56366171,0.829652126,"cytoplasm,nucleus",GO:0044699 single-organism process; GO:0008152 metabolic process; GO:0055114 oxidation-reduction process; GO:0044710 single-organism metabolic process; ,,"GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0016614 oxidoreductase activity, acting on CH-OH group of donors; GO:1901265 nucleoside phosphate binding; GO:0050660 flavin adenine dinucleotide binding; GO:0003824 catalytic activity; GO:0005488 binding; GO:0043167 ion binding; GO:0043168 anion binding; GO:0000166 nucleotide binding; GO:0048037 cofactor binding; GO:0036094 small molecule binding; GO:0050662 coenzyme binding; GO:0016491 oxidoreductase activity; ",K00803,AGPS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26],ko04146 Peroxisome; ko00565 Ether lipid metabolism; ko01100 Metabolic pathways; ,IPR016166; IPR016169; IPR006094; IPR016167; ,"FAD-binding, type 2; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2; FAD linked oxidase, N-terminal; FAD-binding, type 2, subdomain 1; "
c78741_g1,coral,len=29  start:744  end:828 minus strand,1.126,1.086,1.174,0.744,0.643,0.798,1.071,1.191,1.251,1.549656751,0.855109593,,,,,,,,,
c209016_g3_orf1,coral,"len=258  frame:-3  start:776  end:3  PREDICTED: uncharacterized protein LOC100201520, partial [Hydra vulgaris]",0.883,0.942,1.4,0.519,0.659,0.91,1.625,1.245,1.465,1.54454023,0.659976932,extracellular,,,,,,,,
c124576_g1_orf1,coral,len=402  frame:3  start:459  end:1664  PREDICTED: uncharacterized protein LOC100204986 isoform X1 [Hydra vulgaris],0.967,1.02,1.04,0.581,0.663,0.725,1.552,1.371,1.395,1.537328593,0.611625753,peroxisome,,,,,,,IPR013320; IPR006558; ,Concanavalin A-like lectin/glucanase domain; LamG-like jellyroll fold; 
